Company,Title,Salary,ID,URL
Lotte E-commerce Vietnam,System Administrator,Thương lượng,360,http://careerbuilder.vn/vi/tim-viec-lam/system-administrator.35AA1569.html
Công Ty Cổ Phần HHD Group,Nhân Viên Phân Tích Và Triển Khai ERP,Thương lượng,361,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phan-tich-va-trien-khai-erp.35AA1357.html
Công Ty Cổ Phần VCCORP,Thực tập Kỹ sư BigData,Thương lượng,357,http://careerbuilder.vn/vi/tim-viec-lam/thuc-tap-ky-su-bigdata.35AA139F.html
Evizi,Network Operations Center (NOC) Engineers,Thương lượng,359,http://www.vietnamworks.com/network-operations-center-noc-engineers-1-1-1-687570-jd
"LHV Software Co., Ltd.",DevOps Engineer,Thương lượng,358,http://www.vietnamworks.com/devops-engineer-2-1-1-687906-jd
"Yusen Logistics (Viet Nam) Co., Ltd",IT Assistant Manager (IT Solution),Thương lượng,356,http://www.vietnamworks.com/it-assistant-manager-it-solution-1-1-687650-jd
Công Ty Cổ Phần Jellyfish Education,Senior Backend Engineer,1.000 - 1.500|USD,354,http://careerbuilder.vn/vi/tim-viec-lam/senior-backend-engineer.35AA12F3.html
"Yusen Logistics (Viet Nam) Co., Ltd",IT Staff (solution),Thương lượng,355,http://www.vietnamworks.com/it-staff-solution-1-1-687655-jd
SAP Asia (Viet Nam) Company Ltd.,Senior Quality Controller (testing),Thương lượng,353,http://www.vietnamworks.com/senior-quality-controller-testing-687241-jd
Tenpoint7,Lead Data Consultant,Thương lượng,352,http://www.vietnamworks.com/lead-data-consultant-2-687273-jd
SAP Asia (Viet Nam) Company Ltd.,Development Operations Engineer (linux/unix),Thương lượng,350,http://www.vietnamworks.com/development-operations-engineer-linux-unix-687254-jd
Marketjs,Game Developer ( Mobile / Web / Programmer / HTML5 ),Thương lượng,351,http://www.vietnamworks.com/game-developer-mobile-web-programmer-html5-3-687144-jd
Not A Square,Research Engineer (NLP),Không xác định,349,https://itviec.com/jobs/not-a-square-research-engineer-nlp-2949
Officience,Senior OpenERP Developer,"26,000,000 - 35,000,000|VND",348,http://careerbuilder.vn/vi/tim-viec-lam/senior-openerp-developer.35AA0D05.html
Lazada Vietnam,Operations Technical Program Manager,$1000 - $2000,347,http://www.vietnamworks.com/operations-technical-program-manager-686817-jd
Navigos Search’s Client,Data Management ($2000-$2500),$2000 - $2500,346,http://www.vietnamworks.com/data-management-2000-2500-686703-jd
FPT Telecom,System Engineer (gấp),$600 - $900,345,http://www.vietnamworks.com/system-engineer-gap-686425-jd
Rasia Ltd.,Mid - Senior Developer,Thương lượng,344,http://www.vietnamworks.com/mid-senior-developer-1-686299-jd
Trường Đại học Vinh,"Tuyển Thực Tập Viên Làm Lập Trình .net, Python",Thương lượng,342,https://mywork.com.vn/tuyen-dung/viec-lam/844694/tuyen-thuc-tap-vien-lam-lap-trinh-net-python.html
ZALORA SEA,"30 Software Developers (PHP,Java,Python) >25m VND",Không xác định,343,https://itviec.com/jobs/zalora-sea-30-software-developers-php-java-python-25m-vnd-2034
StoryTree,Senior Backend Developer (Python),Không xác định,340,https://itviec.com/jobs/storytree-senior-backend-developer-python-4041
Abivin Việt Nam,"02 Sr Software Engineer (.Net, Javascript, Python)",Không xác định,341,https://itviec.com/jobs/abivin-viet-nam-02-software-engineers-net-java-javascript-2340
OSSSO Trading And Service Company Limited,Nhân Viên Lập Trình Openerp,Thương lượng,338,http://www.vietnamworks.com/nhan-vien-lap-trinh-openerp-685191-jd
Navigos Search’s Client,Software Development Project Manager (Attractive Salary),Thương lượng,339,http://www.vietnamworks.com/software-development-project-manager-attractive-salary-684890-jd
SolarBK,Chuyên Viên Phân Tích/ Triển Khai Odoo (OpenERP),"10,000,000 - 20,000,000|VND",337,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-trien-khai-odoo-openerp.35AA0ACF.html
Lotte E-commerce Vietnam,IT Web System Administrator,Thương lượng,336,http://careerbuilder.vn/vi/tim-viec-lam/it-web-system-administrator.35AA062E.html
CÔNG TY PHẦN MỀM VNPT,Thực Tập Sinh Lập Trình Viên,Thương lượng,335,http://careerbuilder.vn/vi/tim-viec-lam/thuc-tap-sinh-lap-trinh-vien.35AA0893.html
"ZIGExN VeNtura Co., Ltd",Urgent! Senior Web Developer - High Salary!,$700 - $2000,334,http://www.vietnamworks.com/urgent-senior-web-developer-high-salary-683750-jd
Evizi,QA Engineers ( Automation and Manual),Thương lượng,333,http://www.vietnamworks.com/qa-engineers-automation-and-manual-683559-jd
,Senior Back-end Engineer,1.500 - 2.000|USD,332,http://careerbuilder.vn/vi/tim-viec-lam/senior-back-end-engineer.35AA0487.html
Appable Vietnam,Back-end Web Developer,Thương lượng,331,http://www.vietnamworks.com/back-end-web-developer-4-1-683026-jd
ZALORA SEA,05 Go Developers (Golang) - salary > 25mil VND,Không xác định,329,https://itviec.com/jobs/zalora-sea-05-go-developers-golang-salary-25mil-vnd-1621
Appable Vietnam,Front End Web Developer,Thương lượng,330,http://www.vietnamworks.com/front-end-web-developer-12-1-683025-jd
Future Technology Devices International Limited,Software Design Engineer(ese),Thương lượng,328,http://www.vietnamworks.com/software-design-engineer-ese-682575-jd
Công Ty CP Chứng Khoán VNDIRECT,DevOps,Thương lượng,327,http://careerbuilder.vn/vi/tim-viec-lam/devops.35AA013C.html
Công Ty Cổ Phần HHD Group,Lập Trình Viên/ Phát Triển OpenERP,Thương lượng,325,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-phat-trien-openerp.35AA016A.html
Công Ty CP Chứng Khoán VNDIRECT,Data Engineer,Thương lượng,326,http://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35AA0139.html
"ESCOM Co.,ltd",Kỹ Sư Hệ Thống Mạng IP ( IP System Engineer ),Thương lượng,319,http://www.vietnamworks.com/ky-su-he-thong-mang-ip-ip-system-engineer-681701-jd
Logigear,Front End Developer,$1000 - $2000,322,http://www.vietnamworks.com/front-end-developer-54-1-1-682062-jd
Brother International (Vietnam) Company Limited,Solution Consultant (auto Id),Thương lượng,320,http://www.vietnamworks.com/solution-consultant-auto-id-682043-jd
Mitrais,Python Developer - Analyst Programmer,Không xác định,318,https://itviec.com/jobs/mitrais-python-developer-analyst-programmer-4137
"Mitrais Company Ltd.,",Python Developer - Analyst Programmer - Hanoi Based,From $300,324,http://www.vietnamworks.com/python-developer-analyst-programmer-hanoi-based-681927-jd
Navigos Search’s Client,Machine Learning Expert,Thương lượng,323,http://www.vietnamworks.com/machine-learning-expert-682066-jd
Sentifi Vietnam,Senior Data Engineer,Thương lượng,321,http://www.vietnamworks.com/senior-data-engineer-1-681804-jd
Sentifi Vietnam,"Senior Backend Engineer (Java, SQL, Python)",Không xác định,314,https://itviec.com/jobs/sentifi-vietnam-senior-backend-engineer-java-sql-python-3757
Công Ty Cổ Phần Vccorp (VC Corporation),5 Kỹ Sư Big Data Cao Cấp (1500 USD - 3000 USD),Thương lượng,316,http://www.vietnamworks.com/5-ky-su-big-data-cao-cap-1500-usd-3000-usd-681309-jd
Tiki.vn,Senior Software Engineer (quantity: 02),$1000 - $1500,317,http://www.vietnamworks.com/senior-software-engineer-quantity-02-681331-jd
RAYDAR,Senior Search Engineer,Không xác định,315,https://itviec.com/jobs/raydar-senior-search-engineer-2305
VNPT Software,☆☆☆ Tuyển Dụng 88 Software Developer ☆☆☆,Thương lượng,312,http://www.vietnamworks.com/tuyen-dung-88-software-developer-1-680996-jd
Robert Bosch Engineering Vietnam,Senior Structural Simulation Engineer (2-7 Years),Thương lượng,313,http://www.vietnamworks.com/senior-structural-simulation-engineer-2-7-years-681097-jd
Vietnam Esports,Urgent! 10 Senior PHP Developers (python),Thương lượng,310,http://www.vietnamworks.com/urgent-10-senior-php-developers-python-1-680987-jd
Tổ Hợp Công Nghệ Giáo Dục Topica,Chuyên Viên Data Mining (td1606020),$350 - $500,311,http://www.vietnamworks.com/chuyen-vien-data-mining-td1606020-681017-jd
Tổ Hợp Công Nghệ Giáo Dục TOPICA,Chuyên viên Data Mining (TD1606020),"7,000,000 - 10,000,000|VND",306,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-data-mining-td1606020.35A9FCD1.html
Robert Bosch Engineering Vietnam,Mechanical Engineer with German Language (0-5 Years),Thương lượng,309,http://www.vietnamworks.com/mechanical-engineer-with-german-language-0-5-years-681106-jd
"Quodisys Co.,ltd",Front-end Web Developers (up To $1000),Thương lượng,308,http://www.vietnamworks.com/front-end-web-developers-up-to-1000-680815-jd
Vietnam Esports,Urgent! 10 Senior PHP Developers (Python),Không xác định,307,https://itviec.com/jobs/vietnam-esports-urgent-10-senior-php-developers-python-4241
Savarti Company Limited,CAD Engineer,Thương lượng,304,http://www.vietnamworks.com/cad-engineer-12-679300-jd
Công Ty Cổ Phần VCCORP,Kỹ Sư Bigdata Cao Cấp (1500 USD - 3000 USD),Thương lượng,301,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-bigdata-cao-cap-1500-usd-3000-usd.35A9FAB5.html
Sentifi Vietnam,"Senior Data Engineering (SQL, Python)",Không xác định,302,https://itviec.com/jobs/sentifi-vietnam-senior-data-engineering-sql-python-3159
Navigos Search’s Client,Web Programmer [$2000-$3000],$2000 - $3000,305,http://www.vietnamworks.com/web-programmer-2000-3000-1-1-1-680118-jd
FPT Software,[HN] 02 Lập trình viên  Objective-C/Python,400 - 700|USD,300,http://careerbuilder.vn/vi/tim-viec-lam/hn-02-lap-trinh-vien-objective-c-python.35A9FB19.html
Chotot,"Full Stack Developer (Node.jS, Python, Go)",Không xác định,303,https://itviec.com/jobs/chotot-full-stack-developer-node-js-python-go-3224
Công Ty Cổ Phần VCCORP,Quản trị hệ thống,Thương lượng,298,http://careerbuilder.vn/vi/tim-viec-lam/quan-tri-he-thong.35A9F98C.html
Knorex,"Research Engineer (NLP) - Python, Java",Không xác định,299,https://itviec.com/jobs/knorex-research-engineer-nlp-python-java-2031
Salehubb,2 Python Web Developers,Không xác định,295,https://itviec.com/jobs/salehubb-02-python-web-developers-1826
Savarti Company Limited,CAD Manager,Thương lượng,297,http://www.vietnamworks.com/cad-manager-1-679300-jd
TINYpulse,"Data Scientist (Java, Python, Database)",Không xác định,296,https://itviec.com/jobs/tinypulse-data-scientist-java-python-database-4711
"LHV Software Co., Ltd.",Operations Engineer,Thương lượng,290,http://careerbuilder.vn/vi/tim-viec-lam/operations-engineer.35A9F676.html
Geotech,"QA Engineer – Pc, Mac and Browser | Experienced Quality Assurance Engineer",Thương lượng,294,http://www.vietnamworks.com/qa-engineer-pc-mac-and-browser-experienced-quality-assurance-engineer-1-678537-jd
Geotech,Software Developer (analytics),$500 - $1000,293,http://www.vietnamworks.com/software-developer-analytics-1-678535-jd
Hành Trình Việt VNTRIP,Python Developer,Không xác định,291,https://itviec.com/jobs/hanh-trinh-viet-vntrip-python-developer-0916
Gameloft,Junior QA Automation Engineer,Thương lượng,292,http://www.vietnamworks.com/junior-qa-automation-engineer-2-678866-jd
Công Ty Cổ Phần Công Nghệ Công Nghiệp Bưu Chính Viễn Thông,Kỹ Sư Giải Pháp Và Tích Hợp ( Số Lượng: 15),Thương lượng,287,http://www.vietnamworks.com/ky-su-giai-phap-va-tich-hop-so-luong-15-678404-jd
Luxoft Vietnam,Automation Test Engineer,Thương lượng,288,http://www.vietnamworks.com/automation-test-engineer-4-678101-jd
Công Ty Cổ Phần Công Nghệ Công Nghiệp Bưu Chính Viễn Thông,Kỹ Sư Phát Triển Phần Mềm ( Số Lượng 20 ),Thương lượng,289,http://www.vietnamworks.com/ky-su-phat-trien-phan-mem-so-luong-20-678405-jd
Công Ty TNHH Thương Mại Dịch Vụ Trần Toàn Phát,Resource Planing Senior Software Engineer,"25,000,000 - 34,000,000|VND",286,http://careerbuilder.vn/vi/tim-viec-lam/resource-planing-senior-software-engineer.35A9F450.html
FIM PLUS DIGITAL,System Administrator,Không xác định,285,https://itviec.com/jobs/fim-plus-digital-system-administrator-3104
Knorex,Software Engineer (Analytics) - Big data,Không xác định,283,https://itviec.com/jobs/knorex-software-engineer-analytics-big-data-4731
Navigos Search’s Client,Data Extraction Engineer [$2000-$3000],Thương lượng,284,http://www.vietnamworks.com/data-extraction-engineer-2000-3000-2-1-677173-jd
Ekino.,QC Automation Tester,Thương lượng,282,http://www.vietnamworks.com/qc-automation-tester-676357-jd
Công Ty Cổ Phần HHD Group,Nhân Viên Phân Tích Và Triển Khai ERP,Thương lượng,281,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phan-tich-va-trien-khai-erp.35A9EEAF.html
"K.System And Solutions Co., Ltd",Software Developer (unix / Linux),Up to $500,280,http://www.vietnamworks.com/software-developer-unix-linux-674924-jd
CÔNG TY PHẦN MỀM VNPT,Kỹ Sư Lập Trình (DEV),Thương lượng,277,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-lap-trinh-dev.35A9ED4D.html
LHV Software,"DevOps Engineer (Python, Linux, SQL)",Không xác định,278,https://itviec.com/jobs/lhv-software-devops-engineer-python-linux-sql-20160525135319
Viosoft Vietnam,"R&D Engineer (US Company, 6 Positions)",Thương lượng,279,http://www.vietnamworks.com/r-d-engineer-us-company-6-positions-675582-jd
Autonomous,Robot Navigation / AI Research Engineer,Không xác định,272,https://itviec.com/jobs/autonomous-robot-navigation-ai-research-engineer-20160524145722
Công Ty Cổ Phần VCCORP,Natural Language Processing Engineer (1500 USD - 3000 USD),1.500 - 3.000|USD,271,http://careerbuilder.vn/vi/tim-viec-lam/natural-language-processing-engineer-1500-usd-3000-usd.35A9EAE3.html
"LHV Software Co., Ltd.",DevOps Engineer,Thương lượng,276,http://www.vietnamworks.com/devops-engineer-2-1-674988-jd
"K.System And Solutions Co., Ltd",Developer (unix / Linux),Up to $500,275,http://www.vietnamworks.com/developer-unix-linux-674924-jd
Bach Khoa Investment And Development of Solar Energy Corporation,Chuyên Viên Phân Tích/ Triển Khai ERP,"10,000,000 - 20,000,000|VND",270,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-trien-khai-erp.35A9EC1F.html
Autonomous,Natural Language Processing / AI Research Engineer,Không xác định,274,https://itviec.com/jobs/autonomous-natural-language-processing-ai-research-engineer-20160524145757
Autonomous,Computer Vision / AI Research Engineer,Không xác định,273,https://itviec.com/jobs/autonomous-computer-vision-ai-research-engineer-20160524145743
Công Ty Cổ Phần VCCORP,Kỹ Sư Machine Learning (lương cực hấp dẫn),1.500 - 3.000|USD,263,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-machine-learning-luong-cuc-hap-dan.35A9E924.html
Robert Bosch Engineering And Business Solutions Vietnam Company Limited,50 Embedded Software Engineers with All Level of Experience,Thương lượng,269,http://www.vietnamworks.com/50-embedded-software-engineers-with-all-level-of-experience-3-1-1-1-674568-jd
Công Ty TNHH Kinden Việt Nam,Nhân Viên Phần Mềm,Thương lượng,267,http://www.vietnamworks.com/nhan-vien-phan-mem-5-1-674217-jd
Công Ty Cổ Phần Vccorp (VC Corporation),Natural Language Processing Engineer (1500 USD - 3000 USD),$1500 - $3000,266,http://www.vietnamworks.com/natural-language-processing-engineer-1500-usd-3000-usd-674042-jd
Công Ty Cổ Phần Vccorp (VC Corporation),Machine Learning Engineer (1500 USD - 3000 USD),$1500 - $3000,265,http://www.vietnamworks.com/machine-learning-engineer-1500-usd-3000-usd-674041-jd
FLIX,"02 Language Processing Developers (Java, Python)",Không xác định,264,https://itviec.com/jobs/flix-02-language-processing-developers-java-python-20160523165455
CÔNG TY PHẦN MỀM VNPT,Phụ Trách Kỹ Thuật (TL),Thương lượng,262,http://careerbuilder.vn/vi/tim-viec-lam/phu-trach-ky-thuat-tl.35A9E963.html
Rasia Ltd.,Mid - Senior Developer,Thương lượng,268,http://www.vietnamworks.com/mid-senior-developer-674336-jd
Công Ty Cổ Phần Vccorp (VC Corporation),Hot - Kỹ Sư Machine Learning (lương Cực Hấp Dẫn),Thương lượng,260,http://www.vietnamworks.com/hot-ky-su-machine-learning-luong-cuc-hap-dan-674041-jd
Công Ty Cổ Phần Vccorp (VC Corporation),Hot - Kỹ Sư Xử Lý Ngôn Ngữ Tự Nhiên (nlp) - Lương Cực Hấp Dẫn,Thương lượng,261,http://www.vietnamworks.com/hot-ky-su-xu-ly-ngon-ngu-tu-nhien-nlp-luong-cuc-hap-dan-674042-jd
East Agile,Senior Web And Mobile Developer,$1000 - $6000,259,http://www.vietnamworks.com/senior-web-and-mobile-developer-6-1-1-1-1-1-2-2-1-1-1-1-2-674013-jd
Officience,Senior OpenERP Developer,"26,000,000 - 35,000,000|VND",257,http://careerbuilder.vn/vi/tim-viec-lam/senior-openerp-developer.35A9E821.html
Công Ty Cổ Phần Bayo Việt Nam,Software Engineer,$500 - $700,258,http://www.vietnamworks.com/software-engineer-56-1-673637-jd
Chotot,Data Engineer,Không xác định,256,https://itviec.com/jobs/chotot-vn-data-engineer-2
Clout Social Marketing,Lập Trình Viên PHP/python/javascript,"5,000,000|7,000,000 VND",253,https://mywork.com.vn/tuyen-dung/viec-lam/830458/lap-trinh-vien-phppythonjavascript.html
Công ty Cổ phần dịch vụ Bách Thuận,"Tuyển Thực Tập Viên Làm Lập Trình .net, Python",Thương lượng,254,https://mywork.com.vn/tuyen-dung/viec-lam/824806/tuyen-thuc-tap-vien-lam-lap-trinh-net-python.html
Công ty Cổ phần dịch vụ Bách Thuận,"Nhân Viên Lập Trình .net, Python","10,000,000|12,000,000 VND",255,https://mywork.com.vn/tuyen-dung/viec-lam/824797/nhan-vien-lap-trinh-net-python.html
Sofiamedix Software,Python/Django Developer,Không xác định,236,https://itviec.com/jobs/sofiamedix-software-python-django-developer
Bayo Vietnam,"Fullstack Engineer (JavaScript, Ruby, Python)",Không xác định,251,https://itviec.com/jobs/bayo-vietnam-fullstack-engineer
Knorex,"Research Engineer (NLP) - Python, Java",Không xác định,235,https://itviec.com/jobs/knorex-research-engineer-nlp-python-java-2
ZALORA SEA,"30 Software Developers (PHP,Java,Python) >25m VND",Không xác định,234,https://itviec.com/jobs/zalora-sea-30-software-developers-php-java-python-25m-vnd
FIM PLUS DIGITAL,"02 DevOps Engineers (Database, Python, Linux)",Không xác định,233,https://itviec.com/jobs/fim-plus-digital-devops-engineer-mysql-python-linux-2
Pentalog Vietnam,Python Product Owner,Không xác định,242,https://itviec.com/jobs/pentalog-vietnam-python-product-owner
Jupitech Việt Nam,10 Senior Python Web Developer (Django) 800-1000$,Không xác định,240,https://itviec.com/jobs/jupitech-viet-nam-10-senior-python-web-developer-django-800-1000
Pentalog Vietnam,"Python/Django Opportunities ($600 - $1,200)",Không xác định,243,https://itviec.com/jobs/pentalog-vietnam-python-opportunities
Vietnam Esports,Urgent! 10 Senior PHP Developers (Python),Không xác định,241,https://itviec.com/jobs/vietnam-esports-urgent-10-senior-php-developers-python
GOTIT,"Backend Engineers (Python, NodeJs)",Không xác định,252,https://itviec.com/jobs/gotit-backend-engineers-python-nodejs
Sentifi Vietnam,"Senior Backend Engineer (Java, SQL, Python)",Không xác định,238,https://itviec.com/jobs/sentifi-vietnam-senior-backend-engineer-attractive-salary
Chotot,"Full Stack Developer (Node.jS, Python, Go)",Không xác định,247,https://itviec.com/jobs/chotot-vn-full-stack-developer-node-js-python-go
Nal Việt Nam & Nal Global Career,"Full-Stack Web Engineer (JavaScript, Python, SQL)",Không xác định,248,https://itviec.com/jobs/nal-viet-nam-nal-global-career-full-stack-web-engineer
"ISAAS CO., LTD",Python Developers,Không xác định,249,https://itviec.com/jobs/isaas-co-ltd-python-developers
Saigon South International School,"Full Stack Engineer (Python, PHP, Javacripts)",Không xác định,250,https://itviec.com/jobs/saigon-south-international-school-programmer
"Bee Sight Soft Ltd.,",Python (Django or Flask) developer,Không xác định,237,https://itviec.com/jobs/bee-sight-soft-ltd-python-django-or-flask-developer
Not A Basement Studio,"Web Developer (Python, SQL, CSS3, JavaScript)",Không xác định,245,https://itviec.com/jobs/not-a-basement-studio-web-developer-python-sql-css-javascript-2
Sentifi Vietnam,"Senior Elastic Search Engineer (Java, Python)",Không xác định,246,https://itviec.com/jobs/sentifi-vietnam-senior-elastic-search-engineer
LHV Software,"DevOps Engineer (Python, Linux, SQL)",Không xác định,239,https://itviec.com/jobs/lhv-software-devops-engineer-python-linux-sql
Sentifi Vietnam,"Senior Data Engineering (SQL, Python)",Không xác định,244,https://itviec.com/jobs/sentifi-vietnam-senior-data-engineering-high-salary
Lotte E-commerce Vietnam,IT Web System Administrator,Thương lượng,231,http://careerbuilder.vn/vi/tim-viec-lam/it-web-system-administrator.35A9E1C1.html
Clout Social Marketing,Lập Trình Viên PHP/python/javascript,"5,000,000|7,000,000 VND",232,http://mywork.com.vn/tuyen-dung/viec-lam/830458/lap-trinh-vien-phppythonjavascript.html
Một Công Ty IT Của Mỹ,"Software Enginneer (2,500$ ~ 5,000$)",$2500 - $5000,228,http://www.vietnamworks.com/software-enginneer-2-500-5-000-1-1-670587-jd
"First Alliances Co., Ltd",Senior Database Engineer,$1000 - $1500,230,http://www.vietnamworks.com/senior-database-engineer-3-670890-jd
Gameloft,Junior QA Automation Engineer,Thương lượng,229,http://www.vietnamworks.com/junior-qa-automation-engineer-666644-jd
Sentifi Vietnam,Senior Data Engineer,Thương lượng,227,http://www.vietnamworks.com/senior-data-engineer-669439-jd
Công Ty Cổ Phần HHD Group,Lập Trình Viên/ Phát Triển OpenERP,Thương lượng,225,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-phat-trien-openerp.35A9D92D.html
Marketjs,Game Developer ( Mobile / Web / Programmer / HTML5 ),Thương lượng,226,http://www.vietnamworks.com/game-developer-mobile-web-programmer-html5-668991-jd
Appable Vietnam,Front End Web Developer,Thương lượng,223,http://www.vietnamworks.com/front-end-web-developer-12-668292-jd
Appable Vietnam,Back-end Web Developer,Thương lượng,224,http://www.vietnamworks.com/back-end-web-developer-4-668290-jd
Công Ty Cổ Phần Giải Pháp Phần Mềm Hanel,Lập trình viên Python/IOS/PHP/Java,Thương lượng,222,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-python-ios-php-java.35A9D633.html
Công ty Cổ phần dịch vụ Bách Thuận,"Tuyển Thực Tập Viên Làm Lập Trình .net, Python",Thương lượng,221,http://mywork.com.vn/tuyen-dung/viec-lam/824806/tuyen-thuc-tap-vien-lam-lap-trinh-net-python.html
Công Ty CP Chứng Khoán VNDIRECT,Data Engineer,Thương lượng,219,http://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35A9D4C7.html
Công Ty CP Chứng Khoán VNDIRECT,DevOps,Thương lượng,218,http://careerbuilder.vn/vi/tim-viec-lam/devops.35A9D4C2.html
Công ty Cổ phần dịch vụ Bách Thuận,"Nhân Viên Lập Trình .net, Python","10,000,000|12,000,000 VND",220,http://mywork.com.vn/tuyen-dung/viec-lam/824797/nhan-vien-lap-trinh-net-python.html
Navigos Search’s Client,Web Programmer [$2000-$3000],$2000 - $3000,217,http://www.vietnamworks.com/web-programmer-2000-3000-1-1-666763-jd
Gameloft,"QA Automation Engineer (lua, Python, Javascript)",Thương lượng,216,http://www.vietnamworks.com/qa-automation-engineer-lua-python-javascript-666644-jd
Not A Basement Studio,Web Developer Internship,Thương lượng,214,http://www.vietnamworks.com/web-developer-internship-666521-jd
Robert Bosch Engineering And Business Solutions Vietnam Company Limited,50 Embedded Software Engineers With All Level of Experience,Thương lượng,215,http://www.vietnamworks.com/50-embedded-software-engineers-with-all-level-of-experience-3-1-1-666061-jd
Logigear,Front End Developer,$1000 - $2000,213,http://www.vietnamworks.com/front-end-developer-54-1-665885-jd
California Fitness & Yoga Centers,Data Analyst,Thương lượng,211,http://careerbuilder.vn/vi/tim-viec-lam/data-analyst.35A9D160.html
California Fitness And Yoga Centers,Data Analyst,$600 - $1000,212,http://www.vietnamworks.com/data-analyst-22-665792-jd
East Agile,Senior Web And Mobile Developer,$1000 - $6000,208,http://www.vietnamworks.com/senior-web-and-mobile-developer-6-1-1-1-1-1-2-2-1-1-1-1-1-665095-jd
Công Ty Cổ Phần Alo360.com,Nhân Viên Lập Trình OpenERP,Thương lượng,202,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-openerp.35A9CFD3.html
Personify Incorporation,Software Automation Test Lead Or Engineer,$700 - $2000,204,http://www.vietnamworks.com/software-automation-test-lead-or-engineer-1-665218-jd
Công Ty Cổ Phần Hhd Group,1. Lập Trình Viên Odoo - 2. Phát Triển Openerp,$500 - $1000,203,http://www.vietnamworks.com/1-lap-trinh-vien-odoo-2-phat-trien-openerp-1-665340-jd
Navigos Search’s Client,Trưởng Nhóm Kiểm Thử (validation Test),$1000 - $2500,210,http://www.vietnamworks.com/truong-nhom-kiem-thu-validation-test-665167-jd
Evizi,Network Operations Center (NOC) Engineers,Thương lượng,207,http://www.vietnamworks.com/network-operations-center-noc-engineers-1-1-665094-jd
Geotech,Software Developer (analytics),$500 - $1000,205,http://www.vietnamworks.com/software-developer-analytics-664252-jd
Công Ty Cổ Phần Chứng Khoán MB,Chuyên Viên Phát Triển Phần Mềm Hệ Thống,Thương lượng,209,http://www.vietnamworks.com/chuyen-vien-phat-trien-phan-mem-he-thong-1-665152-jd
Sigma Solutions Vietnam Ltd.,Senior Backend/python Developer,$600 - $1400,206,http://www.vietnamworks.com/senior-backend-python-developer-663726-jd
Công Ty Cổ Phần Vccorp (VC Corporation),Kỹ Sư Machine Learning - Budget: 10 -15 Triệu,Thương lượng,200,http://www.vietnamworks.com/ky-su-machine-learning-budget-10-15-trieu-664540-jd
Công Ty Cổ Phần Vccorp (VC Corporation),10 Kỹ Sư Xử Lý Ngôn Ngữ Tự Nhiên (nlp) - Budget: 10 -15 Triệu/tháng,Thương lượng,199,http://www.vietnamworks.com/10-ky-su-xu-ly-ngon-ngu-tu-nhien-nlp-budget-10-15-trieu-thang-664537-jd
Công Ty Cổ Phần HHD Group,Nhân Viên Phân Tích Và Triển Khai ERP,Thương lượng,194,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phan-tich-va-trien-khai-erp.35A9CE60.html
Công Ty TNHH Công Nghệ Jupitech Việt Nam,Lập Trình Viên Web/mobile App (Lương Hấp Dẫn),$500 - $1000,196,http://www.vietnamworks.com/lap-trinh-vien-web-mobile-app-luong-hap-dan-1-664736-jd
Công Ty Cổ Phần Vccorp (VC Corporation),Tuyển Dụng Nhanh: 10 Kỹ Sư Bigdata Cao Cấp,Thương lượng,198,http://www.vietnamworks.com/tuyen-dung-nhanh-10-ky-su-bigdata-cao-cap-664531-jd
SAP Asia (Viet Nam) Company Ltd.,Senior Quality Specialist (automation Testing),Thương lượng,201,http://www.vietnamworks.com/senior-quality-specialist-automation-testing-664826-jd
Công Ty Cổ Phần Vccorp (VC Corporation),Tuyển Số Lượng Lớn Lập Trình Viên Bigdata (chấp Nhận Junior),Thương lượng,197,http://www.vietnamworks.com/tuyen-so-luong-lon-lap-trinh-vien-bigdata-chap-nhan-junior-664525-jd
Công Ty TNHH Công Nghệ Jupitech Việt Nam,Lập Trình Viên Python (Lương Hấp Dẫn),$700 - $1000,195,http://www.vietnamworks.com/lap-trinh-vien-python-luong-hap-dan-1-1-664719-jd
SAP Asia (Viet Nam) Company Ltd.,Developer Ops Engineer (linux/unix),Thương lượng,192,http://www.vietnamworks.com/developer-ops-engineer-linux-unix-664128-jd
Công Ty Cổ Phần Alo360.com,Nhân Viên Lập Trình Website,Thương lượng,190,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-website.35A9CD61.html
Công Ty TNHH Easyuni Vietnam,Senior Full Stack Web Developer,$700 - $1500,191,http://www.vietnamworks.com/senior-full-stack-web-developer-663777-jd
